"Institute", "Academic Program Name", "Quota", "Seat Type", "Gender", "Opening Rank", "Closing Rank","State","Institute Type"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "14391", "14391","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "SC", "Gender-Neutral", "5458", "6619","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "SC", "Female-only (including Supernumerary)", "8319", "8319","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in Communication Systems (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "ST", "Gender-Neutral", "2960", "2960","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN", "Gender-Neutral", "20405", "27848","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN", "Female-only (including Supernumerary)", "27612", "33349","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN (PwD)", "Gender-Neutral", "2146", "2146","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "EWS", "Gender-Neutral", "5284", "6451","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "EWS", "Female-only (including Supernumerary)", "6754", "6754","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OBC-NCL", "Gender-Neutral", "9175", "11284","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "10683", "10683","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "SC", "Gender-Neutral", "5224", "6008","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "ST", "Gender-Neutral", "2651", "2651","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "B.Tech. in Electronics and Communication Engineering and M.Tech. in VLSI Design (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "ST", "Female-only (including Supernumerary)", "3518", "3518","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "7422", "18654","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "11864", "19604","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "655", "655","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Female-only (including Supernumerary)", "571", "571","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "2862", "3058","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "3113", "3215","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "EWS (PwD)", "Gender-Neutral", "173", "173","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "5428", "7575","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "5188", "9420","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "265", "265","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "2162", "4366","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "3179", "5547","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "1476", "2146","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "1976", "1976","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN", "Gender-Neutral", "19308", "22849","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN", "Female-only (including Supernumerary)", "21711", "26500","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OPEN (PwD)", "Gender-Neutral", "866", "866","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "EWS", "Gender-Neutral", "3639", "4185","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "EWS", "Female-only (including Supernumerary)", "5384", "5384","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OBC-NCL", "Gender-Neutral", "6828", "8562","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "12015", "13194","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "594", "594","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "SC", "Gender-Neutral", "3794", "5281","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "SC", "Female-only (including Supernumerary)", "5681", "6597","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "SC (PwD)", "Gender-Neutral", "302", "302","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "ST", "Gender-Neutral", "2219", "2375","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering (5 Years, Bachelor and Master of Technology (Dual Degree))", "AI", "ST", "Female-only (including Supernumerary)", "2683", "2683","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "11923", "18702","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "16255", "22163","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "436", "436","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "EWS", "Gender-Neutral", "3090", "3188","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "EWS", "Female-only (including Supernumerary)", "3765", "3765","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Gender-Neutral", "6221", "7850","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "OBC-NCL", "Female-only (including Supernumerary)", "10721", "11166","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "OBC-NCL (PwD)", "Gender-Neutral", "385", "385","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "SC", "Gender-Neutral", "4092", "4700","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "SC", "Female-only (including Supernumerary)", "5862", "5862","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "ST", "Gender-Neutral", "1662", "2148","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Computer Science and Engineering with Major in Artificial Intelligence (4 Years, Bachelor of Technology)", "AI", "ST", "Female-only (including Supernumerary)", "2009", "2009","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Gender-Neutral", "19426", "27634","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN", "Female-only (including Supernumerary)", "23341", "27644","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Gender-Neutral", "859", "1007","Tamil Nadu","IIIT"
"Indian Institute of Information Technology, Design & Manufacturing, Kancheepuram", "Electronics and Communication Engineering (4 Years, Bachelor of Technology)", "AI", "OPEN (PwD)", "Female-only (including Supernumerary)", "654", "654","Tamil Nadu","IIIT"
